x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y
6.398269477386519,5.394439129892567,33.817108238448235,-98.4816476747803,1.0555559570465487,1.1085309339371479,7.32588754770129,0.6218616628366448,5.819951755331782,34.46165927983824,1.4579783926174532,2.1979837540808336,-0.6761296354134609,-29.773160907875553,0.6943530359990512,1.5682837173665658,0.3465656328052039
2.2851851075135037,8.133075665521666,2.7523885443761484,-160.9664216827793,1.1743840406454003,9.17006290112483,1.6271354146350845,3.232853318153688,7.9936933733377105,19.353583866118292,0.4951026435489795,1.4817042667248428,10.08376739655292,-68.6896704716271,3.114970448175713,9.31231651970226,-0.052480398102110526
9.190418511931453,2.8799351553107724,19.48662724884646,-113.25372358857913,5.360683391364243,8.63120137701956,1.3985056821440374,0.47547518279282874,3.244162257186125,-41.82761834827671,7.842482733594184,8.164104333539512,176.64359129074788,-12.501740075033464,0.4200663610480127,8.154758817964687,-0.11805302225648397
1.7804160819459878,9.329886373407703,-26.427274340327344,-190.69979727866053,9.114532985325425,4.532423024104301,8.290651857261702,8.759969989587878,9.449735959778758,16.606188023467393,9.628508169546217,4.402702594227728,260.07496883508423,-55.59413039770091,8.325733558141813,3.861102517196522,0.05353138906320928
8.87988550479635,1.2672970564206478,-17.894828004461033,-141.22996606082847,6.43455661799688,9.448304638479334,3.705878810444387,2.656646144531367,1.785027396041122,-7.3289997801379,0.8428704119533242,4.637413059055909,5.688978526715495,-52.338345907498514,2.8717362745573367,9.630990368338317,0.01005031630923612
0.8807276067531695,1.2634236040696543,-2.8832612465768857,-165.72271554035234,1.8799733256203486,7.581608803448941,4.601963618318637,9.743599040759424,1.5909556664652251,10.271878105944122,5.826151223788424,0.4926344530436828,143.66112640529312,-78.64693150548004,10.138680931070235,8.07973992211766,-0.14424521438107135
3.538034124809182,4.720248720626453,79.21038498842762,-91.18704512757822,2.5105093221237182,0.8624565229817438,8.240360975067262,2.377284356893047,4.14987395062622,2.1657754684159043,1.5375277263848703,8.422779858199254,40.699429468023965,3.969288403191684,2.4666367290941373,0.5425851749729907,0.11336620660175664
1.2374656467340774,1.682316048181059,-64.45791625741302,-120.04954076211125,9.844665415695259,6.977388502167086,1.3117823358471665,5.118210887104862,1.0166561104939225,-23.97153130232402,6.821642278341626,2.8991954544391367,195.80724339439166,-26.596254011538086,4.787012102844026,7.8942168351397575,-0.16973080511975452
0.46652887761590317,9.593520871694297,-67.19443788048864,-103.03891161004215,9.750184447703626,2.2696276356223715,2.9541804279752624,1.5301863652371894,9.96382481502421,22.964668482272806,0.9783469590160916,0.7794841740411067,48.41331797995662,-29.356336168757398,2.284175371676015,2.978649773663124,-0.5250769312829748
9.342669596252822,7.432663158766046,-17.220491541004783,-165.3773721214189,9.198400355613185,9.518362248593657,1.8880788093510692,3.544132455026833,7.246875487211521,-9.861348714463608,1.737142338907662,6.068806616615889,32.52833817932307,-43.47470828161695,3.9546800692244477,8.760253421666919,-0.2262823522805015
0.587289320069608,0.4726986353998609,13.80649425302268,-102.46407110169673,1.2659507207558316,6.061368940262989,3.013402611439257,8.922822277422574,0.903329792625996,-20.023796329361964,8.158001316103684,2.7751985614218393,221.5489738211135,-40.40891164427916,8.574938449368613,5.746622912010147,-0.08647097613581065
9.467528611048763,4.046607369602676,22.21262817676704,-45.07933000746407,5.982883675868136,2.3345464890726997,1.424933819197905,0.9225249584353161,4.476404557541355,-26.477327236287916,0.7167622704883663,7.030786354788891,-9.027808544099448,21.139310995483804,1.9605038528820429,2.0632396477279604,0.013330079546391567
1.4893920266147442,1.8514274205437424,-64.20883066407964,-164.81740411155116,7.357134478838725,9.144384577891188,4.010629671979072,4.875947986329486,1.226479952591966,9.817917813525138,1.5721739604182683,0.2772196240037068,42.9327965726798,-77.2000197705006,4.675030814578704,9.062559089670984,-0.05088084060074009
9.535618145774805,0.6684313069614793,-14.972507754673224,-119.30486640198419,4.15987416691966,3.323314415828066,7.43324211359549,0.8978334472340955,0.7671510727730027,27.424629222984375,5.580849220723005,0.26197164017186136,84.94519349251526,-59.39968069913413,0.72755935515041,2.9539873825646037,-0.12838953423588453
7.194282438652977,0.7279509126794276,42.36966647441354,-0.7298705007497048,5.6525638830220775,1.004266838244491,1.419436985852767,2.051165706387305,1.0505841275451577,-43.687274426841455,3.6898327267099966,9.47630143182278,77.72752794812808,58.66337335592026,2.0225567325496487,1.2776313424433587,-0.006954174224270977
9.912296228197595,0.5524750012361801,79.70472906453192,-114.32303742747432,1.4211815652459776,9.347911539090921,1.479343774524699,1.3020616072582945,0.7273618473368881,-41.84891693918235,5.468220933464809,8.130915956843236,91.42245654893381,-15.974301356784743,2.0208664903357194,9.17368077866819,-0.20936355380866392
8.534889906314856,1.0810183642218805,-9.510843096561093,-28.614643078862546,7.889091723907044,2.0691752252854094,0.3594791029861675,8.543695483799631,0.7824824205566228,-56.79983846942426,9.720497160085895,6.697214105258795,221.45254453973214,27.8039259457929,8.489868472941861,1.552637399466661,0.49404014398550283
1.6205349940000398,8.01437668301632,106.98693410352986,-179.6258858849513,0.7928962712723512,3.8540253143849426,9.115551704702577,8.484061441415673,8.232606033203782,-3.958398255924909,9.635229830220084,9.207179624725004,234.69716126245206,-14.276564802724783,8.379648362612025,3.8974265906612255,-0.0755309072430504
8.626265066389857,8.038276349134215,37.80902248774531,-53.00655564971456,1.1856711550785664,1.142622551638349,1.8049929136341312,9.079222455045377,8.005060746725533,-4.6333674271032015,1.9089088267685295,5.055132334841193,3.2471742964687555,17.303265141429797,9.726905884354982,0.8918569360687549,0.34976235504847364
9.67351940927477,0.8130696246510124,48.20961786679001,-128.50794723991285,4.294860870142228,9.700087440202521,4.650803396037795,6.419871593675561,0.4306911227207604,-30.77535809854046,0.9728856717263654,8.451353621583959,-15.854775402986244,-40.668640998534684,6.147423701216423,9.753566986762374,-0.09543990373704947
